Date,Open,High,Low,Close,Volume
2024-03-22 00:00:00-04:00,219.14802558403053,219.14802558403053,215.7258244811493,218.01712036132812,293200
2024-03-25 00:00:00-04:00,218.862858431098,221.0459812663492,214.11309199252784,215.97169494628906,250100
2024-03-26 00:00:00-04:00,217.22056691405965,217.22056691405965,210.74004382820888,210.95639038085938,341500
2024-03-27 00:00:00-04:00,212.61834044488046,214.32942607706727,209.5108305536912,214.13275146484375,333900
2024-03-28 00:00:00-04:00,214.37858360577607,218.19413384045882,213.52304084904856,215.60781860351562,258800
2024-04-01 00:00:00-04:00,215.79465601872423,215.95200169336186,209.93365718360218,212.96249389648438,243400
2024-04-02 00:00:00-04:00,211.85127438766796,213.7983934751503,208.75360812033483,210.79905700683594,247100
2024-04-03 00:00:00-04:00,209.69765871461775,212.24462998710024,207.19984483699469,211.36941528320312,316000
2024-04-04 00:00:00-04:00,214.23107109943643,222.64886955804528,214.23107109943643,221.05577087402344,546500
2024-04-05 00:00:00-04:00,219.16768620142366,221.9703480987285,217.06323641016715,221.6458282470703,427800
2024-04-08 00:00:00-04:00,224.43863298435517,225.6973683899764,220.03305906468088,220.59359741210938,496000
2024-04-09 00:00:00-04:00,222.72755250340188,224.31080777637422,221.01645198931493,222.7373809814453,407100
2024-04-10 00:00:00-04:00,217.13208413257632,222.78656541204285,216.98456692209942,218.49899291992188,367100
2024-04-11 00:00:00-04:00,217.36808632087258,218.68583770191333,212.70683660262824,214.16224670410156,303000
2024-04-12 00:00:00-04:00,212.95268524186622,212.95268524186622,208.15374675586693,209.46165466308594,347800
2024-04-15 00:00:00-04:00,210.12052660733505,210.12052660733505,201.37820728642205,201.53555297851562,391700
2024-04-16 00:00:00-04:00,201.12252513068,203.0893012007875,198.60505416179208,199.40159606933594,443600
2024-04-17 00:00:00-04:00,201.63386827634437,201.7715419956941,198.0051791723463,198.57553100585938,467800
2024-04-18 00:00:00-04:00,198.83122446652396,201.26019405560407,196.02856263133606,199.7752685546875,281600
2024-04-19 00:00:00-04:00,199.58844150947462,203.6793243171734,197.60199348402028,200.62098693847656,359600
2024-04-22 00:00:00-04:00,201.20121628545772,203.16799253456168,199.342613330267,201.03402709960938,278200
2024-04-23 00:00:00-04:00,200.45381898499653,202.79428737458522,199.2835847902022,201.36837768554688,267000
2024-04-24 00:00:00-04:00,199.85397023335378,201.8207465403443,197.98553874383776,200.82752990722656,253000
2024-04-25 00:00:00-04:00,199.86379681658372,200.68983919438958,197.5823292908596,198.2313690185547,241000
2024-04-26 00:00:00-04:00,197.95601567419806,200.49315862086956,197.8183419486567,198.4378662109375,253600
2024-04-29 00:00:00-04:00,200.29645176865478,201.80104914691896,199.06721682308327,200.70948791503906,510600
2024-04-30 00:00:00-04:00,197.77900178240444,199.9916249169223,196.667783478458,196.76611328125,434100
2024-05-01 00:00:00-04:00,196.76610429043578,206.3934813588093,196.01873480106005,202.81394958496094,466300
2024-05-02 00:00:00-04:00,204.80038858744436,205.77394815265913,200.37514239061298,205.64610290527344,358900
2024-05-03 00:00:00-04:00,207.9472423809392,207.9472423809392,199.07707802281266,200.4341583251953,505800
2024-05-06 00:00:00-04:00,202.51894509431077,204.49554974782188,200.2866499347088,202.3812713623047,568500
2024-05-07 00:00:00-04:00,205.20358380136707,206.80651113400666,194.72066352535546,197.55282592773438,687000
2024-05-08 00:00:00-04:00,196.45145217759068,199.51961836095083,194.88785363693634,198.85092163085938,400400
2024-05-09 00:00:00-04:00,198.7427248884844,202.3124131982701,198.4968778834295,201.41754150390625,306700
