Date,Open,High,Low,Close,Volume
2024-03-22 00:00:00-04:00,77.13220296156089,77.14175678863296,76.26232336014988,76.48218536376953,1318600
2024-03-25 00:00:00-04:00,76.64469007376465,76.91234309918944,75.89908313351043,76.37703704833984,1714300
2024-03-26 00:00:00-04:00,76.31967714542567,76.52042420624574,75.03876416227551,75.1821517944336,2329800
2024-03-27 00:00:00-04:00,75.63143331739253,77.6101623170308,75.46892343677621,77.60060119628906,2501200
2024-03-28 00:00:00-04:00,77.85869691955641,78.54695178665061,77.4189801529126,78.49916076660156,2649200
2024-04-01 00:00:00-04:00,78.34620890962317,78.50871149877908,77.61016305150629,77.9638442993164,1239600
2024-04-02 00:00:00-04:00,77.9638455195847,79.00578891665386,77.95429169160128,78.279296875,1260800
2024-04-03 00:00:00-04:00,78.26018130661056,78.54694929681054,77.4954520800805,77.63883972167969,1233400
2024-04-04 00:00:00-04:00,78.16458414468353,78.22194357672682,76.74984456625396,77.45721435546875,1409500
2024-04-05 00:00:00-04:00,76.81676216580753,77.0939763418495,76.13806840777323,76.74028778076172,1582700
2024-04-08 00:00:00-04:00,76.84543231456865,77.91605174370233,76.64469253904326,77.74398803710938,1194700
2024-04-09 00:00:00-04:00,77.93515889019137,78.34619952073797,77.60059263114123,78.29840850830078,1069800
2024-04-10 00:00:00-04:00,76.778522224181,77.03661414822099,75.32554542532932,76.2049789428711,1686900
2024-04-11 00:00:00-04:00,76.67337054075935,76.99838301384925,75.59319725675131,75.8895263671875,1006500
2024-04-12 00:00:00-04:00,76.1571696253753,76.28144230191639,74.91449391094655,75.488037109375,1378900
2024-04-15 00:00:00-04:00,75.69834295252461,76.25276394803136,74.99096591146778,75.41156768798828,1773400
2024-04-16 00:00:00-04:00,75.16303453928077,75.16303453928077,74.11153732204126,74.36963653564453,1968300
2024-04-17 00:00:00-04:00,74.97184820146407,76.29099832512996,74.88581270807408,76.11893463134766,1157100
2024-04-18 00:00:00-04:00,76.3866118090159,77.07485944315218,75.80350734535935,76.89324188232422,1079400
2024-04-19 00:00:00-04:00,77.18956125086902,78.34620890962317,77.0174975408809,77.9638442993164,2105700
2024-04-22 00:00:00-04:00,77.52413140399521,78.91975610194743,77.43810319122358,78.35577392578125,1648400
2024-04-23 00:00:00-04:00,77.81090060174489,78.86239778021479,77.81090060174489,78.34620666503906,1979300
2024-04-24 00:00:00-04:00,77.79178650776187,79.21609460719158,77.28515646008508,78.9866714477539,2034400
2024-04-25 00:00:00-04:00,79.1396069769066,79.34990785803173,78.0976636912406,79.15872192382812,1565200
2024-04-26 00:00:00-04:00,79.15873267439552,79.3212425637885,77.79178405443427,77.89693450927734,1945600
2024-04-29 00:00:00-04:00,78.4800376411244,79.18740744967916,78.24106066457226,79.14917755126953,1793000
2024-04-30 00:00:00-04:00,78.56606783816817,79.36902692450687,78.08811391734805,78.99622344970703,2947300
2024-05-01 00:00:00-04:00,78.25062421326191,79.71316218825395,77.68663473874282,78.94843292236328,2682300
2024-05-02 00:00:00-04:00,79.50285254496156,79.87565601556956,78.86239604858348,79.41682434082031,2031400
2024-05-03 00:00:00-04:00,79.65580963553077,80.03817426650643,78.57562900604964,79.5506591796875,1780200
