Date,Open,High,Low,Close,Volume
2024-03-22 00:00:00-04:00,35.93711106094762,35.96621660729313,35.820681473341175,35.94681167602539,3276700
2024-03-25 00:00:00-04:00,35.898301631315626,35.98562197251737,35.85949176831213,35.966217041015625,2478600
2024-03-26 00:00:00-04:00,35.96621644709478,36.01472692449196,35.937110900878906,35.937110900878906,2000800
2024-03-27 00:00:00-04:00,35.99532315153092,36.17966815312892,35.90800280896142,36.16996383666992,3202500
2024-03-28 00:00:00-04:00,36.16996694655663,36.179671263850004,35.927410829798895,35.956520080566406,3922600
2024-04-01 00:00:00-04:00,36.082642493787375,36.082642493787375,35.8788962671444,35.94681167602539,2423000
2024-04-02 00:00:00-04:00,35.946812571634474,35.9856224351369,35.694555861093306,35.81098175048828,7870700
2024-04-03 00:00:00-04:00,35.84008640460891,36.005026469828614,35.80128024318563,35.94681167602539,2995000
2024-04-04 00:00:00-04:00,36.00502484238408,36.05353531780464,35.84978910037109,35.86919403076172,3532000
2024-04-05 00:00:00-04:00,35.94681210951388,36.01472751921387,35.898301631315626,35.966217041015625,2124400
2024-04-08 00:00:00-04:00,35.96621833937956,36.131158412542554,35.956517723834615,36.02443313598633,3689400
2024-04-09 00:00:00-04:00,36.034130965012665,36.15055684811062,35.99532110360932,36.072940826416016,2163200
2024-04-10 00:00:00-04:00,35.99532052663275,36.00502484238408,35.75276444841794,35.86919403076172,3334200
2024-04-11 00:00:00-04:00,35.898302526872804,35.917707458858644,35.74306677209839,35.830387115478516,2765200
2024-04-12 00:00:00-04:00,35.76247350886939,35.78187844183452,35.5587272644043,35.5587272644043,2101500
2024-04-15 00:00:00-04:00,35.684851006050124,35.70425593750844,35.39378443639976,35.432594299316406,2460100
2024-04-16 00:00:00-04:00,35.44230066552597,35.53932533856127,35.325874758996456,35.345279693603516,2384000
2024-04-17 00:00:00-04:00,35.364681834977894,35.48110773231167,35.277361486699434,35.3937873840332,2795700
2024-04-18 00:00:00-04:00,35.44229496802183,35.451999284321765,34.937777852680135,35.08331298828125,5393100
2024-04-19 00:00:00-04:00,35.20944496439463,35.20944496439463,34.93777961100782,34.98629379272461,4114100
2024-04-22 00:00:00-04:00,35.08331577987452,35.19974167695212,34.93778063269311,35.03480529785156,2356000
2024-04-23 00:00:00-04:00,34.98629382845102,35.03480430910492,34.69522354230275,34.81165313720703,3077500
2024-04-24 00:00:00-04:00,34.96688944603096,34.96688944603096,34.161601390280985,34.30713653564453,5625400
2024-04-25 00:00:00-04:00,34.15189213693957,34.268318003117145,33.75410036814727,33.90933609008789,4682700
2024-04-26 00:00:00-04:00,33.75410669506939,33.8996381297921,33.472740739714986,33.67648696899414,4677200
2024-04-29 00:00:00-04:00,33.773509512348106,34.22951242060128,33.6958897911319,34.10338592529297,2945800
2024-04-30 00:00:00-04:00,34.00636190536766,34.2295130563408,33.773510139618345,33.78321075439453,2352600
2024-05-01 00:00:00-04:00,33.71529300571035,33.94814845639726,33.71529300571035,33.85112380981445,2775000
2024-05-02 00:00:00-04:00,33.928746179836594,33.96755234039199,33.53095435052485,33.6182746887207,2516800
2024-05-03 00:00:00-04:00,33.66678530410038,33.957851865582946,33.66678530410038,33.802616119384766,2407000
